581.72761	3.83941
583.84413	4.39372
585.96014	348.81898
588.07564	348.45851
590.19062	344.58659
592.30509	345.55937
594.41905	342.22114
596.53249	340.85243
598.64543	337.04855
600.75785	337.08778
602.86975	334.20193
604.98115	331.97898
607.09203	331.79106
609.20241	333.45067
611.31227	336.41178
613.42162	342.10804
615.53046	344.17608
617.63879	341.79962
619.74661	336.3447
621.85391	330.67549
623.96071	327.0958
626.067	325.69835
628.17277	323.72849
630.27804	322.03039
632.3828	318.97053
634.48705	317.00567
636.59079	313.4603
638.69402	311.63454
640.79674	308.7968
642.89895	307.1258
645.00065	305.13572
647.10185	303.31367
649.20254	301.72991
651.30271	298.09382
653.40239	295.4009
655.50155	293.9105
657.6002	291.31708
659.69835	289.03646
661.79599	287.64413
663.89313	289.3038
665.98976	289.01672
668.08588	288.43431
670.18149	290.46117
672.2766	291.64236
674.3712	290.83618
676.4653	287.16552
678.55889	285.46929
680.65197	284.74311
682.74455	284.60667
684.83662	284.81033
686.92819	284.73155
689.01926	286.56446
691.10981	286.44271
693.19987	287.20687
695.28942	286.83683
697.37846	288.30611
699.46701	287.84956
701.55504	289.19002
703.64258	288.32956
705.72961	289.31318
707.81613	289.4019
709.90216	288.95046
711.98768	290.18232
714.0727	290.40292
716.15721	292.4281
718.24122	291.80956
720.32473	291.09449
722.40774	292.56374
724.49025	294.72861
726.57225	293.93214
728.65376	294.58343
730.73476	296.7271
732.81526	297.7118
734.89525	299.32889
736.97475	299.98969
739.05375	301.54632
741.13224	303.74834
743.21024	304.64174
745.28773	306.83645
747.36473	307.8337
749.44123	311.96956
751.51722	311.63635
753.59272	312.92016
755.66771	314.40139
757.74221	315.60954
759.81621	316.07039
761.88971	316.62589
763.96271	319.05246
766.03521	318.99102
768.10721	321.09502
770.17871	320.12683
772.24972	322.27038
774.32023	324.17388
776.39024	322.91473
778.45975	324.33594
780.52877	326.72435
782.59729	326.05886
784.66531	328.57977
786.73283	328.91817
788.79986	330.54131
